filename,count,deployment_id,timestamp,sun_cell_count
SC8_20240105155002.JPG,630,SC8,20240105155002,0
SC8_20240105162001.JPG,577,SC8,20240105162001,0
SC8_20240105165001.JPG,615,SC8,20240105165001,0
SC8_20240105172001.JPG,595,SC8,20240105172001,0
SC8_20240105175001.JPG,619,SC8,20240105175001,0
SC8_20240105182001.JPG,619,SC8,20240105182001,0
SC8_20240105185001.JPG,619,SC8,20240105185001,0
SC8_20240105192001.JPG,619,SC8,20240105192001,0
SC8_20240105195001.JPG,619,SC8,20240105195001,0
SC8_20240105202001.JPG,619,SC8,20240105202001,0
SC8_20240105205001.JPG,619,SC8,20240105205001,0
SC8_20240105212001.JPG,619,SC8,20240105212001,0
SC8_20240105215001.JPG,619,SC8,20240105215001,0
SC8_20240105222001.JPG,619,SC8,20240105222001,0
SC8_20240105225001.JPG,619,SC8,20240105225001,0
SC8_20240105232001.JPG,619,SC8,20240105232001,0
SC8_20240105235001.JPG,619,SC8,20240105235001,0
SC8_20240106002001.JPG,619,SC8,20240106002001,0
SC8_20240106005001.JPG,619,SC8,20240106005001,0
SC8_20240106012001.JPG,619,SC8,20240106012001,0
SC8_20240106015001.JPG,619,SC8,20240106015001,0
SC8_20240106022001.JPG,619,SC8,20240106022001,0
SC8_20240106025001.JPG,619,SC8,20240106025001,0
SC8_20240106032001.JPG,619,SC8,20240106032001,0
SC8_20240106035001.JPG,619,SC8,20240106035001,0
SC8_20240106042001.JPG,619,SC8,20240106042001,0
SC8_20240106045001.JPG,619,SC8,20240106045001,0
SC8_20240106052001.JPG,619,SC8,20240106052001,0
SC8_20240106055001.JPG,619,SC8,20240106055001,0
SC8_20240106062001.JPG,619,SC8,20240106062001,0
SC8_20240106065001.JPG,603,SC8,20240106065001,0
SC8_20240106072001.JPG,536,SC8,20240106072001,0
SC8_20240106075001.JPG,487,SC8,20240106075001,0
SC8_20240106082001.JPG,478,SC8,20240106082001,0
SC8_20240106085001.JPG,464,SC8,20240106085001,0
SC8_20240106092001.JPG,446,SC8,20240106092001,0
