filename,deployment_id,timestamp,temperature,confidence,extraction_status
SC3_20231122082001.JPG,SC3,20231122082001,13.0,1.0,manual_entry
SC3_20231124082001.JPG,SC3,20231124082001,11.0,1.0,manual_entry
SC4_20231210083001.JPG,SC4,20231210083001,9.0,1.0,manual_entry
SC4_20231222102001.JPG,SC4,20231222102001,18.0,1.0,manual_entry
SC4_20231222105001.JPG,SC4,20231222105001,19.0,1.0,manual_entry
SC4_20231224101001.JPG,SC4,20231224101001,19.0,1.0,manual_entry
SC4_20231224103001.JPG,SC4,20231224103001,19.0,1.0,manual_entry
SC9_20240128111001.JPG,SC9,20240128111001,35.0,1.0,manual_entry
SC9_20240128112001.JPG,SC9,20240128112001,36.0,1.0,manual_entry
SC9_20240128113001.JPG,SC9,20240128113001,37.0,1.0,manual_entry
SC9_20240128114001.JPG,SC9,20240128114001,37.0,1.0,manual_entry
SC9_20240128115001.JPG,SC9,20240128115001,37.0,1.0,manual_entry
SC9_20240128120001.JPG,SC9,20240128120001,37.0,1.0,manual_entry
SC9_20240128121001.JPG,SC9,20240128121001,37.0,1.0,manual_entry
SC9_20240128122001.JPG,SC9,20240128122001,37.0,1.0,manual_entry
SC9_20240128123001.JPG,SC9,20240128123001,36.0,1.0,manual_entry
SC9_20240128124001.JPG,SC9,20240128124001,36.0,1.0,manual_entry
SC9_20240128125001.JPG,SC9,20240128125001,36.0,1.0,manual_entry
SC9_20240128130001.JPG,SC9,20240128130001,35.0,1.0,manual_entry
SC9_20240128131001.JPG,SC9,20240128131001,35.0,1.0,manual_entry
SC9_20240128132001.JPG,SC9,20240128132001,35.0,1.0,manual_entry
SC9_20240128133001.JPG,SC9,20240128133001,35.0,1.0,manual_entry
SC9_20240128134001.JPG,SC9,20240128134001,35.0,1.0,manual_entry
SC9_20240128135001.JPG,SC9,20240128135001,35.0,1.0,manual_entry
SLC6_1_20231205121001.JPG,SLC6_1,20231205121001,35.0,1.0,manual_entry
SLC6_1_20231205122001.JPG,SLC6_1,20231205122001,35.0,1.0,manual_entry
SLC6_1_20231205123001.JPG,SLC6_1,20231205123001,36.0,1.0,manual_entry
SLC6_1_20231205124001.JPG,SLC6_1,20231205124001,35.0,1.0,manual_entry
SLC6_1_20231205125001.JPG,SLC6_1,20231205125001,36.0,1.0,manual_entry
SLC6_2_20231211101201.JPG,SLC6_2,20231211101201,18.0,1.0,manual_entry
SLC6_2_20231213101201.JPG,SLC6_2,20231213101201,16.0,1.0,manual_entry
SLC6_2_20240104100201.JPG,SLC6_2,20240104100201,12.0,1.0,manual_entry
SLC6_2_20240105083201.JPG,SLC6_2,20240105083201,10.0,1.0,manual_entry
UDMH1_20240108074001.JPG,UDMH1,20240108074001,5.0,1.0,manual_entry
UDMH1_20240108081001.JPG,UDMH1,20240108081001,6.0,1.0,manual_entry
UDMH2_20240105152001.JPG,UDMH2,20240105152001,19.0,1.0,manual_entry
SC1_20231205105001.JPG,SC1,20231205105001,18.0,1.0,manual_entry
SC1_20231215103001.JPG,SC1,20231215103001,18.0,1.0,manual_entry
SC10_20240109101604.JPG,SC10,20240109101604,13.0,1.0,manual_entry
SC10_20240126081604.JPG,SC10,20240126081604,11.0,1.0,manual_entry
SC10_20240128094001.JPG,SC10,20240128094001,21.0,1.0,manual_entry
SC10_20240128101001.JPG,SC10,20240128101001,22.0,1.0,manual_entry
SC11_20240108054501.JPG,SC11,20240108054501,2.0,1.0,manual_entry
SC11_20240108055501.JPG,SC11,20240108055501,2.0,1.0,manual_entry
SC11_20240108060501.JPG,SC11,20240108060501,2.0,1.0,manual_entry
SC11_20240108061501.JPG,SC11,20240108061501,2.0,1.0,manual_entry
SC11_20240108062501.JPG,SC11,20240108062501,2.0,1.0,manual_entry
SC11_20240108065501.JPG,SC11,20240108065501,2.0,1.0,manual_entry
SC11_20240108071501.JPG,SC11,20240108071501,2.0,1.0,manual_entry
SC11_20240108072501.JPG,SC11,20240108072501,2.0,1.0,manual_entry
SC11_20240108073500.JPG,SC11,20240108073500,2.0,1.0,manual_entry
SC11_20240108074501.JPG,SC11,20240108074501,2.0,1.0,manual_entry
