filename,full_path,deployment_id,timestamp,temperature,confidence,extraction_status
SC10_20240127133001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC10/SC10_20240127133001.JPG,SC10,2024-01-27T13:30:01,28,0.8422756647750453,success
SC10_20240129084001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC10/SC10_20240129084001.JPG,SC10,2024-01-29T08:40:01,4,0.4797432081199967,success
SC2_20231119114002.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC2/SC2_20231119114002.JPG,SC2,2023-11-19T11:40:02,20,0.5373089312304381,success
SC4_20231213100001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231213100001.JPG,SC4,2023-12-13T10:00:01,8,0.2348960954122543,success
SC4_20231222100001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231222100001.JPG,SC4,2023-12-22T10:00:01,7,0.3602165161191029,success
SC4_20231222103001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231222103001.JPG,SC4,2023-12-22T10:30:01,8,0.3645581191290359,success
SC5_20240112083001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC5/SC5_20240112083001.JPG,SC5,2024-01-12T08:30:01,19,0.5644039856198962,success
SC6_20231221112001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221112001.JPG,SC6,2023-12-21T11:20:01,3,0.5531835853029562,success
SC6_20231221113001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221113001.JPG,SC6,2023-12-21T11:30:01,3,0.4967142947034467,success
SC6_20231221115001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221115001.JPG,SC6,2023-12-21T11:50:01,3,0.3759568197813183,success
SC6_20231221120001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221120001.JPG,SC6,2023-12-21T12:00:01,3,0.5397234552556598,success
SC6_20231221121001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221121001.JPG,SC6,2023-12-21T12:10:01,3,0.4671281911749392,success
SC6_20231221122001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC6/SC6_20231221122001.JPG,SC6,2023-12-21T12:20:01,3,0.3893426457949749,success
SC7_20231216094501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC7/SC7_20231216094501.JPG,SC7,2023-12-16T09:45:01,8,0.4907292446753489,success
SC7_20240105110501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC7/SC7_20240105110501.JPG,SC7,2024-01-05T11:05:01,9,0.4141980532594352,success
SLC6_1_20231204161001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231204161001.JPG,SLC6_1,2023-12-04T16:10:01,9,0.1795709300751958,success
SLC6_1_20231206120001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231206120001.JPG,SLC6_1,2023-12-06T12:00:01,7,0.2641984324958577,success
SLC6_1_20231207155001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231207155001.JPG,SLC6_1,2023-12-07T15:50:01,4,0.2978660575362813,success
SLC6_1_20231208121001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231208121001.JPG,SLC6_1,2023-12-08T12:10:01,8,0.4634800432581765,success
SLC6_1_20231211161001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231211161001.JPG,SLC6_1,2023-12-11T16:10:01,8,0.2826286481363874,success
SLC6_1_20231220073001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_1/SLC6_1_20231220073001.JPG,SLC6_1,2023-12-20T07:30:01,3,0.6159833097111156,success
SLC6_2_20231207112201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231207112201.JPG,SLC6_2,2023-12-07T11:22:01,8,0.2555208957639173,success
SLC6_2_20231207114201.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SLC6_2/SLC6_2_20231207114201.JPG,SLC6_2,2023-12-07T11:42:01,8,0.4041336946540296,success
