filename,full_path,deployment_id,timestamp
SC10_20240109091604.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC10/SC10_20240109091604.JPG,SC10,20240109091604
SC10_20240128084001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC10/SC10_20240128084001.JPG,SC10,20240128084001
SC10_20240129082001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC10/SC10_20240129082001.JPG,SC10,20240129082001
SC11_20240115130501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC11/SC11_20240115130501.JPG,SC11,20240115130501
SC11_20240117084501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC11/SC11_20240117084501.JPG,SC11,20240117084501
SC11_20240117130501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC11/SC11_20240117130501.JPG,SC11,20240117130501
SC11_20240121123501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC11/SC11_20240121123501.JPG,SC11,20240121123501
SC3_20231123094001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC3/SC3_20231123094001.JPG,SC3,20231123094001
SC3_20231127082001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC3/SC3_20231127082001.JPG,SC3,20231127082001
SC3_20231201082001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC3/SC3_20231201082001.JPG,SC3,20231201082001
SC3_20231202232501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC3/SC3_20231202232501.JPG,SC3,20231202232501
SC3_20231202235501.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC3/SC3_20231202235501.JPG,SC3,20231202235501
SC4_20231204111001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231204111001.JPG,SC4,20231204111001
SC4_20231206092001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231206092001.JPG,SC4,20231206092001
SC4_20231207084001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231207084001.JPG,SC4,20231207084001
SC4_20231211111001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231211111001.JPG,SC4,20231211111001
SC4_20231211115001.JPG,/Volumes/MediaVault/Masters/Camelot_Photos/SC4/SC4_20231211115001.JPG,SC4,20231211115001
